perodFrom,periodTo,zoneFrom,zoneTo,Auto,Transit
0,1,14,3,0.02068287,0.003732651
0,1,14,4,0.2041179,0.03683717
0,1,14,5,0.3047243,0.05499366
0,1,14,6,0.402112,0.07256921
0,1,14,7,0.5436857,0.09811896
0,1,14,8,0.3847123,0.06942908
0,1,14,9,0.7409573,0.1337206
0,1,14,10,0.002965574,0.0005351991
0,1,14,11,0.300996,0.0543207
0,1,14,12,1.650905,0.2979387
0,1,14,13,3.524965,0.6361543
0,1,14,14,5.500373,0.9926575
0,1,14,15,4.941236,0.8917555
0,1,14,16,7.470113,1.348141
0,1,14,17,2.850679,0.5144634
0,1,14,18,1.073148,0.1936707
0,1,14,19,0.02067928,0.003732001
0,1,14,20,0.006528425,0.001178188
0,1,14,21,0.01905464,0.003438799
0,1,14,22,0.4564046,0.08236732
0,1,14,23,0.2243969,0.04049716
0,1,14,24,1.378773,0.2488301
0,1,14,25,0.01908062,0.003443517
0,1,14,30,0.003861915,0.0006969619
0,1,14,32,0.001018911,0.0001838832
0,1,14,33,0.001228191,0.0002216523
0,1,14,34,0.007303456,0.001318059
0,1,14,35,0.00810408,0.001462548
0,1,14,36,0.0137965,0.002489859
0,1,14,37,0.003046701,0.0005498399
0,1,14,38,0.0111165,0.0020062
0,1,14,39,0.03442061,0.006211942
0,1,14,40,0.03813006,0.006881391
0,1,15,1,0.02119767,0.003839266
0,1,15,2,0.04922891,0.008916519
0,1,15,3,0.02008548,0.003638295
0,1,15,4,0.1491205,0.02699286
0,1,15,5,0.2222552,0.04023702
0,1,15,6,0.3079792,0.0557644
0,1,15,7,0.4016595,0.07271546
0,1,15,8,0.2875006,0.05205188
0,1,15,9,0.5379675,0.0973887
0,1,15,10,0.002996417,0.0005427421
0,1,15,11,0.1990308,0.03604435
0,1,15,12,1.120432,0.2029484
0,1,15,13,4.016019,0.72649
0,1,15,14,4.422836,0.8001185
0,1,15,15,10.84217,1.962721
0,1,15,16,7.205761,1.305764
0,1,15,17,1.987271,0.3605773
0,1,15,18,0.6439496,0.1167853
0,1,15,19,0.01748449,0.003168859
0,1,15,20,0.005586906,0.001012536
0,1,15,21,0.01648731,0.002988557
0,1,15,22,0.2596915,0.0470262
0,1,15,23,0.2100737,0.038167
0,1,15,24,4.411462,0.801603
0,1,15,25,0.04384258,0.007949185
0,1,15,30,0.003781036,0.0006848724
0,1,15,33,0.001075819,0.0001948368
0,1,15,34,0.007080101,0.001282226
0,1,15,35,0.006835186,0.001238633
0,1,15,36,0.01068461,0.001934684
0,1,15,37,0.002291244,0.0004148177
0,1,15,38,0.01295511,0.002347049
0,1,15,39,0.06413393,0.01162217
0,1,15,40,0.07117002,0.0128982
0,1,16,1,0.04847745,0.008790807
0,1,16,2,0.1189101,0.02156695
0,1,16,3,0.04793442,0.008694603
0,1,16,4,0.4458065,0.08093119
0,1,16,5,0.502947,0.09118173
0,1,16,6,0.68361,0.1239374
0,1,16,7,0.9347058,0.1694395
0,1,16,8,0.6671234,0.1209463
0,1,16,9,1.275965,0.2313067
0,1,16,10,0.007527576,0.001366131
0,1,16,11,0.6999944,0.1271101
0,1,16,12,3.467658,0.6289288
0,1,16,13,6.485174,1.174818
0,1,16,14,12.22922,2.214902
0,1,16,15,14.47719,2.626505
0,1,16,16,24.25832,4.402894
0,1,16,17,10.0061,1.816952
0,1,16,18,3.466983,0.6298479
0,1,16,19,0.04895252,0.008884363
0,1,16,20,0.01561518,0.002833874
0,1,16,21,0.04710447,0.008550251
0,1,16,22,0.9241735,0.1677996
0,1,16,23,1.271291,0.2312498
0,1,16,24,6.197189,1.125224
0,1,16,25,0.06715376,0.01218499
0,1,16,30,0.009465143,0.001717775
0,1,16,31,0.001301922,0.0002362273
0,1,16,32,0.002117955,0.0003843783
0,1,16,33,0.002524697,0.000457888
0,1,16,34,0.01539352,0.002791028
0,1,16,35,0.01868479,0.003390729
0,1,16,36,0.03226617,0.005857192
0,1,16,37,0.00696194,0.001263766
0,1,16,38,0.0282511,0.005126007
0,1,16,39,0.1117428,0.0202725
0,1,16,40,0.1235689,0.02241751
0,1,17,1,0.03666066,0.006616393
0,1,17,2,0.09046014,0.01632593
0,1,17,3,0.03553342,0.006412941
0,1,17,4,0.462539,0.08347766
0,1,17,5,0.509769,0.09200198
0,1,17,6,0.73542,0.1327266
0,1,17,7,0.9984523,0.1801982
0,1,17,8,0.6884937,0.1242577
0,1,17,9,1.37443,0.248054
0,1,17,10,0.005302383,0.000956953
0,1,17,11,0.7683973,0.1386781
0,1,17,12,4.240135,0.7652484
0,1,17,13,4.926464,0.8891134
0,1,17,14,7.469028,1.347978
0,1,17,15,5.129518,0.9257538
0,1,17,16,10.66376,1.92455
0,1,17,17,9.812911,1.770991
0,1,17,18,4.213624,0.7604601
0,1,17,19,0.03719569,0.006712956
0,1,17,20,0.01179062,0.002127929
0,1,17,21,0.03563322,0.00643095
0,1,17,22,0.9904544,0.1787545
0,1,17,23,0.7327759,0.1322476
0,1,17,24,2.396393,0.4324888
0,1,17,25,0.03122544,0.005635413
0,1,17,30,0.007099643,0.001281318
0,1,17,31,0.001069811,0.0001930762
0,1,17,32,0.00178104,0.0003214361
0,1,17,33,0.002015806,0.0003638063
0,1,17,34,0.0119293,0.002152961
0,1,17,35,0.01426144,0.002573854
0,1,17,36,0.02475823,0.004468269
0,1,17,37,0.005345284,0.000964698
0,1,17,38,0.01950005,0.003519295
0,1,17,39,0.05441095,0.009819841
0,1,17,40,0.06030949,0.0108844
0,1,18,1,0.01159658,0.002584309
0,1,18,2,0.02889243,0.006438716
0,1,18,3,0.01289244,0.002873098
0,1,18,4,0.2908535,0.06481729
0,1,18,5,0.1844726,0.04110989
0,1,18,6,0.2809018,0.06259919
0,1,18,7,0.3765619,0.08391712
0,1,18,8,0.2558845,0.05702409
0,1,18,9,0.5723232,0.1275433
0,1,18,10,0.002061389,0.0004593833
0,1,18,11,0.5583998,0.1244407
0,1,18,12,1.687441,0.3760484
0,1,18,13,1.273338,0.283765
0,1,18,14,1.574679,0.3509191
0,1,18,15,1.184325,0.2639284
0,1,18,16,2.824013,0.6293358
0,1,18,17,2.869383,0.6394454
0,1,18,18,2.226777,0.4962405
0,1,18,19,0.01504468,0.003352732
0,1,18,20,0.00479172,0.001067842
0,1,18,21,0.0138879,0.00309494
0,1,18,22,0.687919,0.1533044
0,1,18,23,0.3205596,0.07143736
0,1,18,24,0.4817791,0.1073651
0,1,18,25,0.006661347,0.001484492
0,1,18,30,0.00288295,0.0006424696
0,1,18,34,0.003756556,0.0008371529
0,1,18,35,0.005984626,0.001333683
0,1,18,36,0.01028677,0.002292421
0,1,18,37,0.002262646,0.0005042341
0,1,18,38,0.007938604,0.00176913
0,1,18,39,0.01394456,0.003107564
0,1,18,40,0.01632314,0.003637634
0,1,19,1,0.05664622,0.004859689
0,1,19,2,0.4110842,0.0853672
0,1,19,3,0.4622195,0.1093693
0,1,19,4,0.5802872,0.2070126
0,1,19,5,0.09222684,0.02033816
0,1,19,6,0.1134307,0.03553434
0,1,19,7,0.1712963,0.05315369
0,1,19,8,0.07686982,0.01955079
0,1,19,9,0.2624319,0.07987446
0,1,19,10,0.6529821,0.3318807
0,1,19,11,0.1575805,0.05039788
0,1,19,12,0.1216954,0.04145283
0,1,19,13,0.09183794,0.02989173
0,1,19,14,0.1223627,0.0321275
0,1,19,15,0.1265484,0.02822678
0,1,19,16,0.2193618,0.04077377
0,1,19,17,0.139238,0.03366773
0,1,19,18,0.09922764,0.03218534
0,1,19,19,21.96105,41.19968
0,1,19,20,7.634311,12.60146
0,1,19,21,7.788093,10.15308
0,1,19,22,1.310759,0.5309227
0,1,19,23,0.1107631,0.01222329
0,1,19,24,0.2174691,0.03364142
0,1,19,25,0.08347938,0.01233943
0,1,19,30,0.3888198,0.1846326
0,1,19,31,0.06579185,0.007967744
0,1,19,32,0.1645294,0.06115009
0,1,19,33,0.1657088,0.05035169
0,1,19,34,0.04516743,0.005071757
0,1,19,35,4.794272,4.370253
0,1,19,36,5.633567,3.663786
0,1,19,37,0.1890487,0.05163057
0,1,19,38,0.4625905,0.1392254
0,1,19,39,0.0922313,0.0113203
0,1,19,40,0.05798468,0.006615244
0,1,20,1,0.009368735,0.0009095196
0,1,20,2,0.06821879,0.01577624
0,1,20,3,0.04220856,0.008777726
0,1,20,4,0.106538,0.04137205
0,1,20,5,0.01720476,0.004104041
0,1,20,6,0.02133239,0.007237629
0,1,20,7,0.03220897,0.01089231
0,1,20,8,0.01426904,0.003968636
0,1,20,9,0.04694896,0.01622931
0,1,20,10,0.1072628,0.05890256
0,1,20,11,0.02867527,0.009039307
0,1,20,12,0.02117738,0.008021133
0,1,20,13,0.01523401,0.005599853
0,1,20,14,0.02023998,0.005918701
0,1,20,15,0.02087841,0.005239219
0,1,20,16,0.03727269,0.007664293
0,1,20,17,0.02432182,0.006430546
0,1,20,18,0.01773518,0.005926442
0,1,20,19,4.893473,8.930546
0,1,20,20,1.994312,5.234749
0,1,20,21,1.052241,1.027907
0,1,20,22,0.2026068,0.08143476
0,1,20,23,0.01852816,0.00212362
0,1,20,24,0.03585852,0.005683402
0,1,20,25,0.01169214,0.001653637
0,1,20,30,0.01656582,0.003791057
0,1,20,31,0.002474289,0.00011355
0,1,20,32,0.006703705,0.0009208731
0,1,20,33,0.006477408,0.0008541696
0,1,20,34,0.001876856,0.0001186501
0,1,20,35,0.2846401,0.1108389
0,1,20,36,0.9609827,0.5980428
0,1,20,37,0.03400412,0.009457148
0,1,20,38,0.09903193,0.0298763
0,1,20,39,0.01348103,0.001635161
0,1,20,40,0.008761088,0.001049239
0,1,21,1,0.0257492,0.002559404
0,1,21,2,0.1810516,0.04333889
0,1,21,3,0.1054123,0.02457682
0,1,21,4,0.1333833,0.04926804
0,1,21,5,0.02112709,0.005397191
0,1,21,6,0.0264257,0.009509128
0,1,21,7,0.03979744,0.01400377
0,1,21,8,0.01869641,0.005951715
0,1,21,9,0.06538794,0.02478025
0,1,21,10,0.1533374,0.07493521
0,1,21,11,0.04058873,0.0184274
0,1,21,12,0.03398131,0.01766175
0,1,21,13,0.02628862,0.01431056
0,1,21,14,0.03586106,0.01566122
0,1,21,15,0.03797922,0.01393888
0,1,21,16,0.06497245,0.01985603
0,1,21,17,0.03889199,0.01550234
0,1,21,18,0.02529269,0.01430206
0,1,21,19,3.398541,3.375937
0,1,21,20,0.8216016,0.6885786
0,1,21,21,5.842896,13.58589
0,1,21,22,0.7604231,0.5746225
0,1,21,23,0.03383297,0.006138101
0,1,21,24,0.06840727,0.01739038
0,1,21,25,0.07394473,0.01988666
0,1,21,30,0.03211669,0.004550193
0,1,21,31,0.001794097,6.084363E-05
0,1,21,32,0.004655913,0.0004323062
0,1,21,33,0.004566361,0.0003327577
0,1,21,34,0.003779457,0.0002346317
0,1,21,35,0.2400777,0.06149581
0,1,21,36,1.474244,1.104326
0,1,21,37,0.06526829,0.02900623
