TAZ,car,hh,population,gil0,gil1,gil2,gil3,gil4,gil5,industry,other,service,workplace,superZone,IntExt,xi,yi,Students,area,socio,vehAdultFactor,SZ_new,ssz,settl_size,ORTHO,ARABS,REST,childEdu,adultEdu
507,588.1,650.2,1950.6,211.3,235.3,153.7,211.6,687,451.8,63.33980417,15.02017728,269.7019253,348.0619067,5,1,206.904129,750.573608,558,0.25,4,1,5,1,3,0.06,0,0.94,558,0
508,540.9,633.1,1793.9,194.4,216.4,141.3,194.6,631.8,415.5,0,15.21341927,264.9901029,280.2035222,5,1,206.669799,750.59674,138,0.16,3,1,5,1,3,0,0,1,138,0
509,726.4,1112,2409.3,261,290.7,189.8,261.3,848.5,558,27.51260988,0,245.5292003,273.0418101,5,1,206.574417,750.913635,224,0.24,3,1,5,1,3,0,0,1,224,0
510,1049,1346.8,3479.2,376.9,419.7,274.1,377.4,1225.3,805.8,50.26578732,166.7051762,1155.895193,1372.866157,5,1,206.358215,750.168518,676,0.38,4,1,5,1,3,0,0,1,676,0
511,1026.3,1323.8,3403.9,368.8,410.7,268.2,369.2,1198.8,788.3,11.24542001,9.371183341,188.2755926,208.8921959,5,1,206.237991,749.895446,509,0.18,4,1,5,1,3,0,0,1,509,0
512,883,1073.8,2928.6,317.3,353.3,230.7,317.7,1031.4,678.2,18.07363385,22.45512084,110.9063895,151.4351442,5,1,206.499649,749.531005,65,0.17,5,1,5,1,3,0,0,1,65,0
513,1563.1,1904.4,5184.3,561.7,625.5,408.4,562.4,1825.8,1200.7,91.29034611,178.9290784,398.9073331,669.1267575,5,1,206.199478,749.38861,976,0.39,6,1,5,1,3,0,0,1,976,0
514,418.2,533.4,1386.9,150.3,167.3,109.3,150.4,488.4,321.2,21.69679657,24.91207448,16.81058684,63.39414074,5,1,207.286193,750.364318,69,0.17,4,1,5,1,3,0,0,1,69,0
601,3076.3,2703.5,7772.7,917.6,995.7,614.9,836.6,2685.5,1722.4,953.4092673,133.3128782,388.3848519,1475.106997,6,1,208.796295,751.009399,1046,0.65,9,1,5,1,3,0,0,1,1046,0
602,874.3,584.7,2208.9,260.8,283,174.7,237.8,763.2,489.5,71.6561023,31.52739883,106.8491038,210.032605,6,1,208.575302,750.563415,112,0.3,7,1,5,1,3,0,0,1,112,0
603,1357.9,1238.9,3430.9,405,439.5,271.4,369.3,1185.4,760.3,8.717209654,689.6501547,678.1592874,1376.526652,6,1,208.112991,749.910949,4282,0.46,7,1,5,1,3,0,0,1,4282,0
604,1310.6,1279.6,3311.5,390.9,424.2,262,356.4,1144.1,733.8,29.783734,7.979792882,139.9273541,177.6908809,6,1,208.613937,750.089782,877,0.51,7,1,5,1,3,0,0,1,877,0
605,1491.2,1360.5,3767.6,444.8,482.6,298.1,405.5,1301.7,834.9,49.12697085,210.293041,842.0048244,1101.424836,6,1,208.325622,749.545166,246,0.21,6,1,5,1,3,0,0,1,246,0
606,1813.6,1458,4582.3,541,587,362.5,493.2,1583.2,1015.4,63.64511565,22.21633831,111.9578288,197.8192828,6,1,207.548751,749.605041,59,0.21,7,1,5,1,3,0,0,1,59,0
607,2139.2,2653.4,5405.1,638.1,692.4,427.6,581.8,1867.5,1197.7,24.25363957,55.72842748,451.7927163,531.7747834,6,1,207.735687,749.221008,1729,0.34,5,1,5,1,3,0,0,1,1729,0
608,1390.5,1427.3,3513.3,414.8,450,277.9,378.2,1213.8,778.5,34.21479498,87.90728952,232.4957153,354.6177998,6,1,207.887908,748.702087,66,0.22,6,1,5,1,3,0,0,1,66,0
609,884.9,884.9,2235.7,263.9,286.4,176.9,240.7,772.5,495.4,17.58045834,56.4518235,240.560744,314.5930258,6,1,207.365158,748.968505,400,0.18,5,1,5,1,3,0,0,1,400,0
610,925.9,925.9,2339.3,276.2,299.7,185.1,251.8,808.2,518.4,110.6957894,111.8399319,1179.324909,1401.86063,6,1,207.376846,748.615966,44,0.18,7,1,5,1,3,0,0,1,44,0
611,831.5,774,2100.8,248,269.1,166.2,226.1,725.8,465.5,93.60833885,30.68417386,383.2496532,507.5421659,6,1,207.150573,748.638549,207,0.14,7,1,5,1,3,0.05,0,0.95,207,0
612,1720.9,1783.8,4348,513.3,557,344,468,1502.3,963.5,144.2901662,402.3381085,1991.992227,2538.620501,6,1,207.584533,748.134765,799,0.39,7,1,5,1,3,0,0,1,799,0
613,0,0,0,0,0,0,0,0,0,3294.947412,0,0,3294.947412,6,1,207.940307,752.34143,0,5.03,0,1,5,1,1,0,0,1,0,0
701,0,0,0,0,0,0,0,0,0,2824.024598,44.01421124,493.8361407,3361.87495,7,1,209.616149,752.578857,0,0.56,7,1,7,1,3,0,0,1,0,0
702,2032.1,2029.3,5373.1,658.9,709.4,430.4,597.2,1845.7,1131.5,893.2587882,3.532528822,755.9611679,1652.752485,7,1,209.524307,751.543395,215,0.4,3,1,7,1,3,0.01,0,0.99,215,0
703,1447.6,1262,3786.1,464.3,499.9,303.3,420.8,1300.5,797.3,148.6025507,3.629111135,177.4444339,329.6760957,7,1,209.390823,750.764648,1785,0.47,6,1,7,1,3,0,0,1,1785,0
704,1014.5,723.6,2653.4,325.4,350.3,212.6,294.9,911.4,558.8,0,2647.614755,1955.58436,4603.199115,7,1,208.960494,749.966491,133,0.41,9,1,7,1,3,0,0,1,133,0
705,1893.4,1800.7,4952,607.2,653.8,396.7,550.4,1701,1042.9,314.4710035,24.08421252,526.96257,865.517786,7,1,208.593292,749.241394,914,0.28,6,1,7,1,3,0,0,1,914,0
706,812.2,772.5,2124.3,260.5,280.5,170.2,236.1,729.7,447.4,64.58638143,13.28074943,566.8084058,644.6755367,7,1,208.789672,749.074768,910,0.12,7,1,7,1,3,0,0,1,910,0
707,1647.9,1747.3,4309.9,528.5,569,345.3,479,1480.5,907.6,250.649857,9.526256248,984.9524288,1245.128542,7,1,208.168777,748.598693,155,0.27,7,1,7,1,3,0,0,1,155,0
708,1946.3,1966.8,4579.1,561.5,604.6,366.8,508.9,1573,964.3,166.9771517,19.60228773,418.9452443,605.5246837,7,1,208.498245,748.427551,1080,0.32,7,1,7,1,3,0,0,1,1080,0
709,2300.3,2610.8,6016.2,737.7,794.3,482,668.6,2066.6,1267,576.7880915,19.77083481,1845.763516,2442.322442,7,1,207.875289,747.345458,2450,0.67,6,1,7,1,3,0,0,1,2450,0
710,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,210.135772,749.644042,0,0.43,9,1,7,1,3,0,0,1,0,0
711,1798.4,1567.8,4703.5,576.8,621,376.8,522.7,1615.7,990.5,0,22.73101972,420.5238649,443.2548846,7,1,210.005676,748.918945,903,0.33,9,1,7,1,3,0,0,1,903,0
712,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,209.625869,749.562988,0,0.46,9,1,7,1,3,0,0,1,0,0
713,118.4,115.2,308.5,37.8,40.7,24.7,34.3,106,65,0,0,0,0,7,1,208.924499,748.265197,0,0.46,7,1,7,1,3,0,0,1,0,0
714,340.5,252.2,882.8,105.7,117.9,77.2,99.6,287.6,194.7,263.5095128,28.07484529,182.7327649,474.317123,7,1,208.512023,747.737976,26,0.83,8,1,7,1,1,0,0,1,26,0
715,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,208.047851,746.459899,0,0.91,0,1,7,1,1,0,0,1,0,0
716,286.7,283.4,750.5,92,99.1,60.1,83.4,257.8,158,47.68800126,33.25610005,78.05716811,159,7,1,209.917007,750.953491,0,0.64,6,1,7,1,3,0,0,1,0,0
717,286.7,283.4,750.5,92,99.1,60.1,83.4,257.8,158,47.68800126,33.25610005,78.05716811,159,7,1,210.092132,751.65924,0,0.39,6,1,7,1,3,0,0,1,0,0
718,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,211.195343,748.874084,0,1.04,0,1,7,1,1,0,0,1,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,209.350067,748.963256,0,0.54,9,1,7,1,3,0,0,1,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,210.333312,748.537353,0,0.41,0,1,7,1,1,0,0,1,0,0
721,0,0,0,0,0,0,0,0,0,0,1222.499982,1018.749985,2241.249967,7,1,209.648696,752.130493,0,0.36,7,1,7,1,3,0,0,1,0,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,209.12622,747.10675,0,0.7,0,1,7,1,1,0,0,1,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,209.663726,748.075134,0,0.67,0,1,7,1,1,0,0,1,0,0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,210.588577,749.630126,0,0.33,9,1,7,1,3,0,0,1,0,0
725,0,0,0,0,0,0,0,0,0,20.09494393,14.01357675,32.89201423,67,7,1,210.335906,749.155822,0,0.4,9,1,7,1,3,0,0,1,0,0
726,1332.2,1294.1,3484.2,427.3,460,279.1,387.2,1196.8,733.8,173.3728713,16.1960755,118.9599007,308.5288475,7,1,209.036849,749.401,428,0.19,7,1,7,1,3,0,0,1,428,0
727,293.4,283.5,738.7,118.4,132.7,87.7,89.5,216.8,93.5,31.00478469,2.534518113,38.48530417,72,7,1,212.660568,749.321044,377,8.94,7,1,7,1,1,0,0,1,377,0
801,1046.9,891.7,2377.7,284.8,317.5,207.9,268.2,774.8,524.5,20.17016786,24.20420144,334.8247865,379.1991558,8,1,206.798812,749.445251,1624,0.22,3,1,5,1,3,0.33,0.11,0.56,1624,0
802,2546.7,1692.9,5784,692.7,772.4,505.8,652.5,1884.6,1275.9,278.6128364,0,2299.748009,2578.360846,8,1,206.793365,748.915649,1697,0.54,5,1,5,1,3,0.24,0.11,0.65,895,802
803,2189.6,2221.9,4972.8,595.6,664.1,434.8,561,1620.3,1097,18.07827162,38.84065343,427.6419099,484.5608349,8,1,205.635864,748.9375,990,0.79,4,1,5,1,3,0,0.11,0.89,990,0
804,2324.7,2583.7,5279.7,632.3,705.1,461.7,595.6,1720.3,1164.7,205.5316318,154.9600329,669.329985,1029.82165,8,1,206.247375,748.528015,104,0.84,6,1,5,1,3,0,0.11,0.89,104,0
805,1483.9,1123.4,3370.2,403.6,450.1,294.7,380.2,1098.1,743.4,68.90260268,6.825692903,294.7961421,370.5244377,8,1,206.842498,748.293212,890,0.34,7,1,5,1,3,0,0.11,0.89,890,0
806,2150.3,1997.8,4883.6,584.9,652.2,427,550.9,1591.3,1077.3,81.90613116,79.94038401,849.5303924,1011.376908,8,1,207.45401,747.496093,237,0.46,8,1,5,1,3,0,0.11,0.89,237,0
807,1447,1056.3,3286.4,393.6,438.9,287.4,370.7,1070.8,725,119.0143105,11.94922796,509.2760957,640.2396342,8,1,206.721313,747.946411,1423,0.29,8,1,5,1,3,0,0.11,0.89,1423,0
808,1428.1,1046.3,3243.5,388.5,433.2,283.6,365.9,1056.8,715.5,96.81830244,61.64632653,390.6301879,549.0948169,8,1,206.488296,747.524414,1129,0.4,7,1,5,1,3,0,0.11,0.89,1129,0
809,2190.8,1905.5,4975.6,595.9,664.5,435.1,561.3,1621.2,1097.6,226.9177287,95.9798573,327.8473933,650.7449793,8,1,207.223983,747.069335,220,0.55,6,1,5,1,3,0,0.11,0.89,220,0
901,1058.2,1239.2,2865.6,380.9,416.7,262,336.6,971.9,497.4,56.96785093,27.64120578,340.2059382,424.8149949,9,1,212.245513,746.301574,396,0.53,4,1,9,1,3,0,0,1,396,0
902,1564.8,1600.8,4237.4,563.2,616.1,387.5,497.8,1437.2,735.6,64.16530632,252.9018731,421.8164012,738.8835807,9,1,210.910964,746.605468,1502,0.68,4,1,9,1,3,0.03,0,0.97,1502,0
903,2270.9,1737.9,6149.5,817.3,894.2,562.3,722.4,2085.7,1067.5,286.9013504,464.4235511,719.641567,1470.807256,9,1,209.897705,746.096252,268,0.48,5,1,9,1,3,0.08,0,0.92,268,0
904,1690.3,1716.5,4577.3,608.4,665.6,418.6,537.7,1552.5,794.6,226.5532734,212.8316189,349.4642632,788.8491555,9,1,208.64331,743.923034,99,2.36,4,1,9,1,3,0.02,0,0.98,99,0
905,0,0,0,0,0,0,0,0,0,2802.22912,714.5581811,1045.286783,4562.074084,9,1,207.420913,745.865783,0,1.95,6,1,9,1,3,0,0,1,0,0
906,2465.8,2263.5,6677.3,887.5,970.9,610.6,784.4,2264.8,1159.1,159.1914026,94.0098363,1252.757909,1505.959148,9,1,211.063308,746.004577,4788,0.76,6,1,9,1,3,0,0,1,4788,0
907,1519.4,1645.8,4114.5,546.9,598.3,376.2,483.3,1395.5,714.2,107.9989306,131.1415586,420.8820311,660.0225204,9,1,211.411315,746.422546,215,0.6,4,1,9,1,3,0,0,1,215,0
908,2092.3,1699.8,5666,753.1,823.9,518.1,665.6,1921.8,983.6,167.0988599,326.6179777,1088.726592,1582.44343,9,1,210.474685,745.328186,66,0.39,6,1,9,1,3,0.18,0,0.82,66,0
909,1713.2,1500.9,4639.2,616.6,674.6,424.2,545,1573.5,805.3,85.07071196,28.11659124,446.3637598,559.551063,9,1,209.245254,745.053588,820,1.08,6,1,9,1,3,0,0,1,820,0
910,3243.6,2423.1,8783.6,1167.4,1277.2,803.2,1031.8,2979.2,1524.8,427.1334403,535.0176598,817.9385211,1780.089621,9,1,209.926925,744.972167,257,0.68,7,1,9,1,3,0.06,0,0.94,257,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,212.400207,746.966796,0,1,4,1,9,1,3,0,0,1,0,0
912,1320.3,1173.6,3575.4,475.2,519.9,327,420,1212.7,620.7,153.6804103,77.76124973,193.7121239,425.1478022,9,1,213.318817,747.021972,1196,0.62,4,1,9,1,3,0,0,1,1196,0
913,2484.1,1868.6,6726.9,894.1,978.1,615.1,790.2,2281.6,1167.8,1234.352485,79.3009402,862.1198009,2175.773226,9,1,213.551208,745.331542,425,1.74,9,1,9,1,3,0,0,1,425,0
914,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,211.77182,747.233703,0,0.5,4,1,9,1,3,0,0,1,0,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,207.886428,744.367736,0,2.02,0,1,9,1,1,0,0,1,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,211.888076,745.768981,0,0.5,0,1,9,1,1,0,0,1,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,210.78125,747.188049,0,0.91,0,1,9,1,1,0,0,1,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,209.894866,746.903503,0,0.93,0,1,9,1,1,0,0,1,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,211.777389,747.649291,0,0.91,0,1,9,1,1,0,0,1,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,212.4216,747.693847,0,0.33,0,1,9,1,1,0,0,1,0,0
921,1939,1670.7,5250.8,697.9,763.5,480.1,616.8,1780.9,911.5,177.1829027,286.8160527,444.4321421,908.3327718,9,1,210.405639,746.169799,492,0.31,5,1,9,1,3,0.18,0,0.82,492,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,213.565002,747.482177,0,0.83,4,1,9,1,3,0,0,1,0,0
923,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,213.939758,746.282592,0,0.51,4,1,9,1,3,0,0,1,0,0
924,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,213.816192,746.98767,0,0.32,4,1,9,1,3,0,0,1,0,0
925,0,0,0,0,0,0,0,0,0,1033.274245,242.0136338,288.5478069,1563.835686,9,1,207.231369,742.86444,0,0.83,6,1,9,1,3,0,0,1,0,0
1001,174.5,140.3,576.9,106,113.8,68.5,64.7,185.5,38.4,13.46715215,5.924360956,21.73384543,41.12927455,10,2,221.839508,746.260559,36,8.17,1,1,4,3,1,0,1,0,36,0
1002,3361.9,2559.5,10522.2,1708.4,1899.7,1236.9,1814.4,3192.2,670.5,247.7901666,124.9807209,407.2465017,780.0703472,10,2,220.913192,742.537475,1877,4.65,2,1,4,3,2,0,1,0,1877,0
1003,2628.6,2241.7,8703.8,1492.7,1700.8,1162.4,1521.2,2359.1,467.6,401.9770033,202.7496747,660.6546603,1265.467249,10,2,225.701293,746.022766,2484,5.39,2,1,19,3,2,0,1,0,2484,0
1004,1396.3,840.6,4622.3,792.7,903.2,617.3,807.9,1252.9,248.3,252.975675,127.5961943,415.7689551,796.3948906,10,2,224.37712,745.523315,1067,4.26,2,1,19,3,2,0,1,0,1067,0
1005,1073.3,459,2446.5,455.2,489.5,296.3,251.1,710.7,243.7,161.6101624,71.09423918,260.8131437,493.5645387,10,2,224.013916,743.190917,1242,11.2,9,1,19,3,1,0,0,1,1242,0
1006,2667.4,1990.2,8831.6,1514.6,1725.7,1179.5,1543.5,2393.7,474.5,414.154634,208.8918436,680.6687616,1303.803753,10,2,224.588989,746.484313,3110,1.38,2,1,19,3,2,0,1,0,3110,0
1101,802.4,988,2484.5,398.4,446.3,295.1,301,729.2,314.5,779.9962938,71.16474227,831.7059267,1682.866963,11,1,211.46846,744.367736,1303,17.89,5,1,9,2,1,0,0,1,1303,0
1102,2109,1477.6,5175.8,829.9,929.8,614.8,627,1519.1,655.2,195.3933335,60.96425857,261.5501314,517.9077235,11,1,216.226013,742.274353,303,23.65,6,1,42,2,2,0,0.36,0.64,303,0
1103,977.9,674.6,3238.2,519.2,581.7,384.6,392.3,950.4,409.9,63.0959823,0,119.0936666,182.1896489,11,1,211.24266,741.195678,892,3.94,2,1,9,2,2,0,1,0,892,0
1104,1418.4,1642,9236,2330.6,2371.9,1247.9,1028,1707.2,550.4,299.5618282,166.1612175,1551.684557,2017.516442,11,1,210.610855,739.715515,3724,2.23,2,1,9,2,2,1,0,0,3724,0
1105,474.9,746.6,1877.6,301.1,337.3,223,227.4,551.1,237.7,678.4562701,124.6029105,1259.936519,2062.9957,11,1,206.839981,739.220336,76,5.22,4,1,9,2,2,0,0,1,76,0
1106,726.5,652.8,1641.7,263.2,294.9,195,198.9,481.9,207.8,92.88889348,51.52369288,481.1502936,625.5966291,11,1,208.711654,739.864196,55,3.56,5,1,9,2,1,0,0,1,55,0
1107,857.7,992.9,5585,1409.3,1434.3,754.6,621.6,1032.3,332.8,125.758326,69.75573855,651.4089384,846.9686945,11,1,209.424575,739.626586,2252,0.67,2,1,9,2,2,1,0,0,2252,0
1201,0,0,0,0,0,0,0,0,0,32.83513773,12.71141549,9.488673425,55.03522665,12,1,205.257034,747.938232,0,0.93,7,1,12,1,3,0,0,1,0,0
1202,0,0,0,0,0,0,0,0,0,337.4532593,122.2281958,87.23571016,546.9171653,12,1,205.799285,747.294372,0,0.28,7,1,12,1,3,0,0,1,0,0
1203,0,0,0,0,0,0,0,0,0,1204.127035,1221.371819,3438.730146,5864.229,12,1,206.514297,746.691406,0,1.07,7,1,12,1,3,0,0,1,0,0
1204,0,0,0,0,0,0,0,0,0,686.9586571,248.5850395,175.7894206,1111.333117,12,1,204.43782,747.246887,0,0.91,7,1,12,1,3,0,0,1,0,0
1205,0,0,0,0,0,0,0,0,0,150.4290685,0,0,150.4290685,12,1,203.478546,745.474853,0,0.41,7,1,12,1,3,0,0,1,0,0
1206,0,0,0,0,0,0,0,0,0,150.4290685,0,0,150.4290685,12,1,204.413299,746.087402,0,1.1,7,1,12,1,3,0,0,1,0,0
1207,0,0,0,0,0,0,0,0,0,720.8308253,260.8421298,184.4571457,1166.130101,12,1,204.992126,746.773376,0,1.04,7,1,12,1,3,0,0,1,0,0
1208,0,0,0,0,0,0,0,0,0,3816.566981,1894.898153,799.337412,6510.802546,12,1,205.847427,746.17279,0,0.59,7,1,12,1,3,0,0,1,0,0
1209,0,0,0,0,0,0,0,0,0,1056.930659,512.4720734,222.5298198,1791.932552,12,1,205.940246,745.769592,0,0.19,7,1,12,1,3,0,0,1,0,0
1210,0,0,0,0,0,0,0,0,0,525.0506596,260.7976953,110.26815,895.9662758,12,1,204.807128,745.307189,0,0.34,7,1,12,1,3,0,0,1,0,0
1211,0,0,0,0,0,0,0,0,0,192.7965903,69.35882783,58.65817815,320.8130131,12,1,204.391296,744.740844,0,0.24,7,1,12,1,3,0,0,1,0,0
1212,0,0,0,0,0,0,0,0,0,281.2753133,0,0,281.2753133,12,1,203.888305,745.149414,0,1.61,7,1,12,1,3,0,0,1,0,0
1213,0,0,0,0,0,0,0,0,0,141.0324118,0,0,141.0324118,12,1,203.19458,745.094116,0,0.3,7,1,12,1,3,0,0,1,0,0
1214,0,0,0,0,0,0,0,0,0,2148.150245,249.5139456,256.3343724,2653.998563,12,1,202.090301,745.964416,0,0.74,7,1,12,1,3,0,0,1,0,0
1215,0,0,0,0,0,0,0,0,0,106.3532139,0,9.888114638,116.2413286,12,1,199.759109,748.075012,0,0.3,7,1,13,1,3,0,0,1,0,0
1216,0,0,0,0,0,0,0,0,0,1973.202351,229.4788543,233.6894755,2436.370681,12,1,201.506072,745.800598,0,0.6,7,1,12,1,3,0,0,1,0,0
1217,0,0,0,0,0,0,0,0,0,2303.217631,267.0397253,272.1751046,2842.432461,12,1,202.086975,745.275512,0,0.65,7,1,12,1,3,0,0,1,0,0
1218,6.1,4.9,16.5,2.4,2.6,1.6,2.1,5.4,2.5,160.7406059,620.6251731,208.4810038,989.8467827,12,1,202.993896,744.181152,0,0.54,7,1,12,1,3,0,0.12,0.88,0,0
1219,0,0,0,0,0,0,0,0,0,317.385119,1254.930191,407.3782551,1979.693565,12,1,203.748809,744.253479,0,0.09,7,1,12,1,3,0,0,1,0,0
1220,6.2,4.9,16.6,2.4,2.6,1.7,2.1,5.4,2.5,1949.348938,1781.070375,1218.814602,4949.233914,12,1,203.542999,743.618469,144,0.47,7,1,12,1,3,0,0,1,0,0
1221,0,0,0,0,0,0,0,0,0,1817.532682,1297.24881,477.5998288,3592.381321,12,1,204.120697,743.966796,8199,1.67,7,1,12,1,3,0,0,1,0,8199
1222,0,0,0,0,0,0,0,0,0,2515.723975,0,0,2515.723975,12,1,205.733917,744.222534,0,5.32,7,1,12,1,3,0,0,1,0,0
1223,0,0,0,0,0,0,0,0,0,735.8986977,672.3718589,460.1146878,1868.385244,12,1,203.309127,743.506042,0,0.08,7,1,12,1,3,0,0,1,0,0
1224,0,0,0,0,0,0,0,0,0,157.8463398,0,0,157.8463398,12,1,202.852981,745.705322,0,0.47,7,1,12,1,3,0,0,1,0,0
1225,0,0,0,0,0,0,0,0,0,282.9243358,0,21.49360484,304.4179406,12,1,201.574447,746.605224,0,0.88,7,1,12,1,3,0,0,1,0,0
1226,0,0,0,0,0,0,0,0,0,510.679334,0,0,510.679334,12,1,203.842605,746.787536,0,0.73,7,1,12,1,3,0,0,1,0,0
1227,0,0,0,0,0,0,0,0,0,157.8463398,0,0,157.8463398,12,1,203.58879,746.124084,0,0.23,7,1,12,1,3,0,0,1,0,0
1302,816.2,665.5,1853.8,222,247.6,162.1,209.1,604,408.9,618.8638455,492.8124552,1400.867279,2512.54358,13,1,199.406311,747.654418,3135,0.23,4,1,13,1,3,0,0.11,0.89,0,3135
1303,544.4,353.3,1236.5,148.1,165.1,108.1,139.5,402.9,272.8,389.3828807,183.1915837,467.6524421,1040.226906,13,1,199.743301,747.430419,490,0.17,4,1,13,1,3,0,0.11,0.89,490,0
1304,816.2,665.5,1853.8,222,247.6,162.1,209.1,604,408.9,519.4468155,481.4779192,1310.330847,2311.255582,13,1,199.301864,747.27008,373,0.16,4,1,13,1,3,0,0.11,0.89,373,0
1305,979.5,684.5,2224.5,266.4,297.1,194.5,250.9,724.8,490.7,174.2077347,88.77130693,498.4056293,761.384671,13,1,199.801559,746.909606,357,0.12,4,1,13,1,3,0,0.11,0.89,357,0
1306,580.8,351.7,1319,158,176.2,115.3,148.8,429.8,291,229.5925958,98.25504461,173.1538396,501.00148,13,1,200.060516,747.042297,247,0.1,4,1,13,1,3,0,0.11,0.89,247,0
1307,270.8,190.4,615,73.7,82.1,53.8,69.4,200.4,135.7,1238.247702,668.0723104,2423.88817,4330.208182,13,1,200.301574,747.329162,9405,0.12,3,1,13,1,3,0,0,1,0,9405
1308,12.2,8.6,27.8,3.3,3.7,2.4,3.1,9,6.1,1554.402893,87.55690899,2701.679546,4343.639348,13,1,200.527313,746.70935,0,0.07,7,1,13,1,3,0,0,1,0,0
1309,248.4,143.8,564.2,67.6,75.4,49.3,63.6,183.8,124.5,168.016227,181.9891789,280.2542474,630.2596532,13,1,200.607223,746.392272,0,0.15,1,1,13,1,3,0.09,0.11,0.8,0,0
1310,372.6,215.7,846.3,101.4,113,74,95.5,275.8,186.7,492.8269727,104.8675297,383.4219056,981.116408,13,1,201.04129,745.907409,0,0.23,1,1,13,1,3,0,0.11,0.89,0,0
1311,339.8,289.4,771.7,92.4,103.1,67.5,87.1,251.4,170.2,154.2469655,71.13507114,101.5936122,326.9756488,13,1,201.410263,745.473632,0,0.25,2,1,13,1,3,0,0.11,0.89,0,0
1312,313.2,190.3,746.5,89.4,99.7,65.3,84.2,243.2,164.7,1020.798221,799.4288476,3318.978665,5139.205734,13,1,200.274826,747.025573,0,0.15,3,1,13,1,3,0,0.11,0.89,0,0
1313,12.2,8.6,27.7,3.3,3.7,2.4,3.1,9,6.1,1554.457702,87.52599576,2701.655651,4343.639348,13,1,200.546295,746.839416,0,0.09,7,1,13,1,3,0,0.12,0.88,0,0
1401,342.4,311,777.6,93.1,103.8,68,87.7,253.4,171.5,519.9865771,503.8726706,3519.510946,4543.370193,14,1,200.267242,746.713317,0,0.13,2,1,13,1,3,0,0.11,0.89,0,0
1402,592.7,498.6,1346.2,161.2,179.8,117.7,151.9,438.6,297,91.03114912,73.9032333,375.2651887,540.1995711,14,1,199.725067,746.619384,0,0.09,3,1,13,1,3,0,0.11,0.89,0,0
1403,826.2,750.6,1876.5,224.7,250.6,164.1,211.7,611.4,413.9,28.61309322,47.57561655,752.5751443,828.7638541,14,1,199.293304,746.641662,772,0.38,5,1,13,1,3,0,0.11,0.89,772,0
1404,1383.2,1009.8,3141.5,376.3,419.5,274.7,354.4,1023.6,693,17.66755629,63.62944158,286.7916686,368.0886665,14,1,198.903106,746.971008,531,0.21,7,1,13,1,3,0,0.11,0.89,531,0
1405,1449.2,759.8,3291.4,394.2,439.6,287.8,371.3,1072.5,726.1,102.2814765,145.4595121,301.461194,549.0900319,14,1,200.534591,744.776428,652,0.41,3,1,13,1,3,0.79,0.11,0.1,652,0
1406,1314.9,1445,2986.4,357.7,398.8,261.1,336.9,973.1,658.8,132.6050888,63.47686517,118.5776098,314.6595637,14,1,199.645294,746.303405,0,0.11,4,1,13,1,3,0,0.11,0.89,0,0
1407,592.7,498.6,1346.2,161.2,179.8,117.7,151.9,438.6,297,210.7454916,171.0927895,868.7734632,1250.611744,14,1,199.91835,746.29486,0,0.09,3,1,13,1,3,0,0.11,0.89,0,0
1408,414.6,313.9,941.6,112.8,125.7,82.3,106.2,306.8,207.7,348.4635028,886.7921752,1138.598026,2373.853704,14,1,200.368209,746.149047,0,0.12,2,1,13,1,3,0,0.11,0.89,0,0
1409,674.1,691.4,1531,183.4,204.5,133.9,172.7,498.9,337.7,103.4228349,105.733345,301.4665613,510.6227413,14,1,200.703704,745.85736,303,0.06,1,1,13,1,3,0.89,0.11,0,303,0
1410,1028.3,1054.7,2335.3,279.7,311.9,204.2,263.4,760.9,515.2,157.7770828,161.2179659,459.9034115,778.8984602,14,1,200.624313,745.772399,0,0.11,1,1,13,1,3,0,0.11,0.89,0,0
1411,2094.1,2021.4,4756.1,569.6,635.2,415.9,536.5,1549.7,1049.2,528.3316444,178.6688071,1656.447107,2363.447558,14,1,200.225753,745.950988,22,0.18,3,1,13,1,3,0.23,0.11,0.66,22,0
